severity,weather,road,light,lat,lon,highway,speed
property damage only,clear,dry,daylight,44.6533351774096,-63.59383930593303,secondary,50
non-fatal injury,clear,dry,daylight,44.67261516211213,-63.48173895530346,residential,40
non-fatal injury,clear,dry,daylight,44.71414423075845,-63.59081216820332,secondary,70
property damage only,clear,dry,daylight,44.6639197587196,-63.6456914503116,residential,40
property damage only,clear,dry,daylight,44.79612856899825,-63.74609661476706,highway,110
property damage only,clear,dry,daylight,44.74459121082605,-63.28550615782134,residential,40
property damage only,clear,dry,dark,44.64876233411007,-63.60235556216364,tertiary,50
property damage only,clear,dry,dark,44.66870534628409,-63.67589537256726,residential,40
property damage only,clear,dry,daylight,44.67936743231507,-63.59438274442209,residential,40
property damage only,clear,dry,daylight,44.67751175743526,-63.580610907690314,primary,50
property damage only,clear,dry,daylight,44.78196944754506,-63.71058531762251,secondary,50
non-fatal injury,clear,dry,daylight,44.67194904720215,-63.49018622619901,secondary,50
property damage only,clear,dry,daylight,44.68574354156869,-63.56917189807538,primary,60
property damage only,clear,dry,daylight,44.641830777798106,-63.62078207240426,primary,30
property damage only,clear,dry,daylight,44.659608402012175,-63.62778299109534,residential,40
property damage only,clear,dry,daylight,44.65498090431314,-63.67516836696185,residential,20
property damage only,clear,dry,daylight,44.65994603502998,-63.62859389828204,secondary,50
property damage only,clear,dry,daylight,44.74459121082605,-63.28550615782134,residential,40
non-fatal injury,clear,dry,daylight,44.82373309507794,-63.680651660117775,residential,50
property damage only,clear,dry,daylight,44.67060195118316,-63.50186972784051,secondary,50
property damage only,clear,dry,daylight,44.653185725836934,-63.628495640843894,residential,40
property damage only,clear,dry,daylight,44.66138181053309,-63.6751417438247,highway,100
property damage only,clear,dry,daylight,44.59697173867599,-63.6337987037397,residential,50
property damage only,clear,dry,daylight,44.64640778707419,-63.5912338992666,residential,40
property damage only,clear,dry,daylight,44.65811481366903,-63.67499031257326,highway,100
property damage only,clear,dry,daylight,44.66834238288292,-63.559956390993314,secondary,50
property damage only,clear,dry,daylight,44.6573283205936,-63.59113044302272,secondary,50
non-fatal injury,clear,dry,dark,44.72348433337016,-63.640065291248774,primary,90
property damage only,clear,dry,daylight,44.6348314177907,-63.63468977544221,residential,40
property damage only,clear,dry,daylight,44.75234926045191,-63.66467819571355,primary,50
property damage only,clear,dry,daylight,44.69314110703262,-63.56239131184286,highway,100
property damage only,clear,dry,dark,44.652678490976,-63.59374432088592,residential,40
property damage only,clear,dry,daylight,44.73551475027334,-63.28273343029386,residential,40
non-fatal injury,clear,dry,daylight,44.68196365190245,-63.84521001438256,primary,70
property damage only,clear,dry,daylight,44.919574974449915,-63.53793778861907,residential,40
property damage only,clear,dry,daylight,44.65509228261011,-63.58480150341422,tertiary,40
non-fatal injury,clear,dry,daylight,44.62281569477267,-63.61779358911739,secondary,50
non-fatal injury,clear,dry,daylight,44.64104263570393,-63.60492365286502,residential,50
property damage only,clear,dry,daylight,44.64852322371571,-63.60331152492103,primary,60
property damage only,clear,dry,daylight,44.67124470392873,-63.530942422717935,residential,40
property damage only,clear,dry,daylight,44.64489653619366,-63.64746019192168,highway,100
property damage only,clear,dry,daylight,44.70803542151492,-63.60724950700072,primary,60
non-fatal injury,clear,dry,dark,44.65220416975107,-63.5983806303671,primary,60
property damage only,clear,dry,daylight,44.61454452369261,-63.62071816194398,residential,40
property damage only,clear,dry,daylight,44.767880993821265,-63.685530375455976,residential,40
property damage only,clear,dry,dark,44.65264364572126,-63.751039719038495,highway,110
non-fatal injury,clear,dry,daylight,44.720328500113105,-63.69335266224487,highway,100
property damage only,clear,dry,daylight,44.730405924738655,-63.662380948018345,residential,40
property damage only,clear,dry,daylight,44.75489565434657,-63.64448013612338,secondary,50
property damage only,clear,dry,daylight,44.73315214422342,-63.67154335128146,highway,100
property damage only,clear,dry,daylight,44.68701081618935,-63.427254231827305,secondary,70
property damage only,clear,dry,daylight,44.64458610303699,-63.617356271918176,residential,40
non-fatal injury,clear,dry,daylight,44.632973188235006,-63.67612347462962,highway,100
property damage only,clear,dry,dusk,44.7605681905291,-63.65849264636143,residential,40
property damage only,clear,dry,daylight,44.6455496220175,-63.56876610114033,residential,40
property damage only,clear,dry,daylight,44.6038059514961,-63.59679986475804,residential,40
property damage only,clear,dry,dark,44.65621176851137,-63.63962749100435,residential,40
property damage only,clear,dry,daylight,44.720328500113105,-63.69335266224487,highway,100
property damage only,clear,dry,dark,44.678349660232094,-63.585767211273094,residential,40
non-fatal injury,clear,dry,daylight,44.68531404597167,-63.5135431292819,tertiary,50
property damage only,clear,dry,daylight,44.74484415696824,-63.65640668494967,highway,100
property damage only,clear,dry,dark,44.646271628985694,-63.61530602260634,residential,40
property damage only,clear,dry,daylight,44.65775806716716,-63.912791958381185,primary,70
property damage only,clear,dry,daylight,44.6610420954683,-63.58671553111472,primary,50
property damage only,clear,dry,daylight,44.707023762718805,-63.4222509468289,residential,40
non-fatal injury,clear,dry,daylight,44.69853213447686,-63.6921332197737,secondary,50
non-fatal injury,clear,dry,daylight,44.72440819956148,-63.729225596111846,secondary,70
property damage only,clear,dry,daylight,44.65690483792806,-63.675606916585465,residential,40
non-fatal injury,clear,dry,daylight,44.670746450407776,-63.53546696060935,highway,100
property damage only,clear,dry,daylight,44.63527613653382,-63.578058810955056,residential,40
property damage only,clear,dry,daylight,44.63615971694566,-63.572431653941464,residential,40
property damage only,rain,wet,daylight,44.64954753446406,-63.65592363173932,residential,40
property damage only,overcast,dry,daylight,44.87542566529789,-63.6051079635078,residential,40
property damage only,rain,wet,daylight,44.656544227564794,-63.594767564052525,tertiary,50
non-fatal injury,rain,wet,daylight,44.66245815572738,-63.62358804178697,primary,50
property damage only,clear,wet,daylight,44.66372722377847,-63.555635707495775,residential,40
non-fatal injury,overcast,dry,dawn,44.675266417482526,-63.55972026449213,secondary,50
property damage only,rain,wet,daylight,44.6713690945496,-63.67757902481016,highway,100
property damage only,clear,dry,daylight,44.618314231467394,-63.6144938980778,residential,40
property damage only,clear,dry,daylight,44.6442489834405,-63.60123699622444,primary,60
property damage only,clear,dry,daylight,44.73310839608277,-63.654265840347946,residential,40
property damage only,clear,dry,daylight,44.64378028988664,-63.61820520488992,primary,50
property damage only,clear,dry,daylight,44.656713115589035,-63.59171699391655,residential,40
property damage only,rain,wet,daylight,44.882232182024914,-63.52092651297621,residential,40
non-fatal injury,clear,dry,daylight,44.66120479014012,-63.60556214385081,residential,40
non-fatal injury,clear,dry,daylight,44.75974123197893,-63.65983521844492,secondary,50
property damage only,clear,dry,daylight,44.65690483792806,-63.675606916585465,residential,40
property damage only,clear,dry,daylight,44.66948525206631,-63.53179683363903,tertiary,50
property damage only,clear,dry,daylight,44.63592817780047,-63.62187909893768,secondary,50
property damage only,clear,dry,daylight,44.68500792477532,-63.67603444429736,residential,40
property damage only,clear,dry,daylight,44.64226547552351,-63.62030754089116,residential,40
property damage only,clear,dry,daylight,44.65833146051965,-63.67336573054935,secondary,50
property damage only,clear,dry,daylight,44.64942853221856,-63.64996979706162,secondary,60
property damage only,clear,dry,daylight,44.663291642319216,-63.65481717355022,secondary,50
property damage only,clear,dry,daylight,44.645740749410685,-63.57553976348498,residential,40
property damage only,clear,dry,daylight,44.644284750201166,-63.57862745209128,residential,40
property damage only,clear,dry,dusk,44.644534103341215,-63.58622124516833,residential,40
property damage only,clear,dry,daylight,44.75974123197893,-63.65983521844492,secondary,50
fatal,clear,dry,dusk,44.85438661856161,-63.610380239691885,primary,70
property damage only,clear,dry,daylight,44.52095941634897,-63.7611114520247,secondary,50
property damage only,clear,dry,daylight,44.63548605556826,-63.67592570664465,residential,40
property damage only,clear,dry,daylight,44.65928930174853,-63.60177081233742,secondary,50
property damage only,clear,dry,daylight,44.66140078341667,-63.674977984499094,highway,100
property damage only,clear,dry,daylight,44.65046916247951,-63.65376485181293,tertiary,50
property damage only,clear,dry,daylight,44.73155205504202,-63.657216119712686,residential,40
property damage only,clear,dry,daylight,44.662627528220696,-63.654456503420406,secondary,60
property damage only,clear,dry,daylight,44.68500792477532,-63.67603444429736,residential,40
non-fatal injury,clear,dry,daylight,44.77019927476034,-63.672629666967914,tertiary,50
non-fatal injury,clear,dry,daylight,44.731560241477695,-63.550071318724825,secondary,50
property damage only,clear,dry,dawn,44.7281901846759,-63.41437329881702,residential,40
non-fatal injury,clear,dry,daylight,44.660604205859535,-63.60337373247741,residential,40
non-fatal injury,clear,dry,daylight,44.66151881816383,-63.59721505233513,secondary,50
property damage only,clear,dry,daylight,44.6508042119598,-63.5923505425158,secondary,50
property damage only,clear,dry,daylight,44.70048887157096,-63.567486114307655,tertiary,50
property damage only,clear,dry,daylight,44.66138181053309,-63.6751417438247,highway,100
property damage only,clear,dry,daylight,44.67146929692531,-63.5329756489503,residential,40
property damage only,clear,dry,daylight,44.64321345105244,-63.604694014504446,primary,60
property damage only,clear,dry,daylight,44.67430710539001,-63.61663718366426,highway,70
property damage only,clear,dry,daylight,44.67325712958001,-63.56190879077202,secondary,50
non-fatal injury,clear,dry,daylight,44.64570050331836,-63.58347131307227,tertiary,50
property damage only,clear,dry,daylight,44.61937421254588,-63.621576319545504,secondary,50
non-fatal injury,clear,dry,daylight,44.882981799494715,-63.53017664170149,residential,40
non-fatal injury,clear,dry,daylight,44.70040338362695,-63.579135642841074,secondary,50
property damage only,clear,dry,daylight,44.6768819558257,-63.65383467272956,residential,50
property damage only,clear,dry,dark,44.69309686514064,-63.59940737202896,residential,40
property damage only,clear,dry,daylight,44.641852412226825,-63.620113995671296,primary,30
property damage only,clear,dry,dark,44.62913008738383,-63.62703833309853,residential,50
property damage only,clear,dry,dark,44.7297250029704,-63.66337083960914,residential,40
property damage only,clear,dry,daylight,44.68346801954783,-63.67611748328279,residential,40
non-fatal injury,clear,dry,daylight,44.64385065732118,-63.59994666106112,residential,40
property damage only,clear,dry,dawn,44.68726917476594,-63.60000347633987,highway,100
property damage only,fog,dry,daylight,44.623374550101595,-63.510084874811305,residential,50
property damage only,clear,dry,daylight,44.63509146872733,-63.66955403133808,highway,100
non-fatal injury,clear,dry,dawn,44.64335138867547,-63.58863043489347,tertiary,50
property damage only,clear,dry,daylight,44.93108534401773,-63.5424299836171,residential,40
property damage only,clear,dry,daylight,44.73401536148616,-63.78335042688073,secondary,50
property damage only,clear,dry,daylight,44.662506258186454,-63.627953019074205,primary,50
property damage only,clear,dry,daylight,44.6889504476344,-63.54663911687382,secondary,50
property damage only,clear,dry,daylight,44.70047341996961,-63.68670351889709,tertiary,50
property damage only,clear,dry,daylight,44.66294409040386,-63.50522208863339,residential,40
property damage only,clear,dry,daylight,44.770271969334814,-63.69801922017398,secondary,50
non-fatal injury,clear,dry,daylight,44.74992717948263,-63.23956072281253,residential,40
property damage only,clear,dry,daylight,44.68745205177233,-63.556783694202664,highway,80
property damage only,clear,dry,dark,44.6366544286189,-63.590201823584856,residential,40
property damage only,clear,dry,daylight,44.65046617012016,-63.581047249682555,secondary,50
property damage only,clear,dry,dark,44.64173646805488,-63.59451537456479,residential,40
property damage only,clear,dry,daylight,44.69309686514064,-63.59940737202896,residential,40
non-fatal injury,clear,dry,daylight,44.65541292800038,-63.609563090813374,secondary,50
property damage only,clear,dry,daylight,44.696476466578034,-63.69116212407867,residential,40
non-fatal injury,clear,dry,daylight,44.64064955547099,-63.56931086281368,tertiary,50
non-fatal injury,clear,dry,daylight,44.61912886772343,-63.61534700242268,residential,50
property damage only,clear,dry,daylight,44.685554710223435,-63.52398121438502,residential,40
property damage only,clear,dry,daylight,44.68021303726514,-63.56796951998736,residential,40
property damage only,clear,dry,daylight,44.6702518500346,-63.780661731997355,highway,110
property damage only,clear,dry,daylight,44.65254032253915,-63.61475432139463,residential,40
property damage only,clear,dry,daylight,44.67626032484786,-63.52872977212067,tertiary,50
property damage only,clear,dry,daylight,44.6508042119598,-63.5923505425158,secondary,50
property damage only,clear,dry,daylight,44.61382881867641,-63.61656398362565,secondary,50
property damage only,clear,dry,daylight,44.64671493163978,-63.60137596479666,residential,40
property damage only,clear,dry,daylight,44.59371708325082,-63.69644413837537,residential,40
property damage only,clear,dry,daylight,44.770135400003,-63.69827032430481,residential,40
property damage only,clear,dry,daylight,44.800413827217305,-63.595915059070784,highway,100
non-fatal injury,clear,dry,dusk,44.65853485296763,-63.669394930371894,tertiary,50
property damage only,clear,dry,daylight,44.61689908389008,-63.61481928517923,residential,40
property damage only,clear,dry,daylight,44.704043338005064,-63.858911690710286,primary,70
non-fatal injury,clear,dry,daylight,44.65545130074834,-63.59373477767816,tertiary,50
property damage only,clear,dry,daylight,44.65293748348501,-63.5783603508596,primary,50
property damage only,clear,dry,daylight,44.62347154494937,-63.6180400512827,residential,40
property damage only,clear,dry,daylight,44.73310839608277,-63.654265840347946,residential,40
property damage only,clear,dry,daylight,44.65922055311761,-63.631184407169634,residential,40
property damage only,clear,dry,daylight,44.64516289439154,-63.598636105908824,primary,50
property damage only,clear,dry,daylight,44.64919958424922,-63.63788574344949,highway,70
property damage only,clear,dry,daylight,44.63601365530582,-63.58701803390411,secondary,50
property damage only,clear,dry,dark,44.66183888348163,-63.65697041174332,residential,40
property damage only,clear,dry,daylight,44.656347168955925,-63.59457635889414,tertiary,50
property damage only,clear,dry,daylight,44.613477824358576,-63.462130382549454,residential,40
non-fatal injury,clear,dry,daylight,44.698378978155105,-63.60496498822515,residential,40
property damage only,clear,dry,dark,44.66834238288292,-63.559956390993314,secondary,50
property damage only,clear,dry,daylight,44.70645600599155,-63.82471220563706,residential,50
property damage only,clear,dry,daylight,44.677001175950835,-63.58715413401958,secondary,50
property damage only,clear,dry,daylight,44.72372371568333,-63.73628830995346,residential,40
property damage only,clear,dry,dark,44.68574354156869,-63.56917189807538,primary,60
non-fatal injury,clear,dry,daylight,44.699900081736224,-63.687731759271216,residential,40
property damage only,clear,dry,daylight,44.75974123197893,-63.65983521844492,secondary,50
property damage only,clear,dry,dusk,44.69322712872851,-63.581171775925945,secondary,70
non-fatal injury,overcast,dry,daylight,44.63642344409432,-63.66654333341058,primary,70
property damage only,clear,dry,daylight,44.65156621204514,-63.5807051063036,residential,40
property damage only,clear,dry,daylight,44.60745169467384,-63.60029017859773,residential,40
property damage only,clear,dry,daylight,44.87928766029283,-63.52307769187191,residential,40
non-fatal injury,clear,dry,daylight,44.54112055099426,-63.739924465491384,secondary,50
property damage only,clear,dry,daylight,44.681073242372854,-63.666954141191034,secondary,50
property damage only,rain,wet,dark,44.69631712456009,-63.863972228556214,primary,70
property damage only,clear,dry,daylight,44.76867025544906,-63.699377376017246,secondary,50
property damage only,clear,dry,daylight,44.64523887361392,-63.5978802688144,residential,40
property damage only,clear,dry,daylight,44.61205816326756,-63.6076348390821,residential,40
property damage only,clear,dry,daylight,44.720328500113105,-63.69335266224487,highway,100
property damage only,overcast,dry,daylight,44.669338269956,-63.575129852304755,residential,20
property damage only,clear,dry,daylight,44.6998042386345,-63.569385371065344,residential,20
non-fatal injury,overcast,dry,daylight,44.6515581173189,-63.61659786175968,primary,60
property damage only,clear,dry,daylight,44.68309457814566,-63.58388439085773,residential,40
property damage only,clear,dry,daylight,44.66981149219525,-63.49941547238359,residential,20
property damage only,clear,dry,dawn,44.65293748348501,-63.5783603508596,primary,50
property damage only,overcast,dry,daylight,44.7731116438049,-63.69293499433941,residential,40
property damage only,fog,wet,daylight,44.6489525251903,-63.66849020362037,highway,100
property damage only,clear,dry,dark,44.734772317848744,-63.5651816953398,highway,100
property damage only,clear,dry,daylight,44.645411831581946,-63.58710019916913,residential,40
property damage only,clear,dry,daylight,44.69828476728261,-63.604055236321365,residential,40
property damage only,clear,dry,daylight,44.66652625691992,-63.56677619522175,residential,40
property damage only,overcast,dry,daylight,44.74178829475523,-62.935934106533985,residential,40
property damage only,clear,dry,daylight,44.65790084789354,-63.48488388517591,residential,50
property damage only,clear,dry,dark,44.68922981189976,-63.54657864529371,residential,40
non-fatal injury,overcast,wet,daylight,44.66783036229644,-63.55233187576606,secondary,50
non-fatal injury,rain,wet,daylight,44.64625453576792,-63.64611336139539,secondary,60
property damage only,clear,dry,daylight,44.668464380307775,-63.566252622826454,secondary,50
property damage only,clear,dry,daylight,44.688608317091806,-63.5918018662109,residential,40
property damage only,overcast,dry,daylight,44.65080784579794,-63.59338472380001,residential,40
property damage only,clear,dry,daylight,44.64915541973957,-63.63773392549829,highway,70
property damage only,overcast,dry,daylight,44.65881024726059,-63.74555688223568,residential,40
property damage only,clear,dry,daylight,44.69244621405215,-63.56273796196757,highway,100
property damage only,clear,dry,daylight,44.69732814381789,-63.60109183351308,residential,40
property damage only,clear,dry,daylight,44.667394688786814,-63.5641102540817,secondary,50
property damage only,clear,dry,daylight,44.78217275141566,-63.68916287259963,residential,40
property damage only,clear,dry,dark,44.75974123197893,-63.65983521844492,secondary,50
property damage only,clear,dry,daylight,44.72675412217867,-63.66648125593981,residential,50
non-fatal injury,clear,dry,daylight,44.651803438275365,-63.597544135418374,residential,40
property damage only,clear,dry,daylight,44.65824912187248,-63.59755988135364,tertiary,50
property damage only,clear,dry,dark,44.66555441492152,-63.56669103684269,tertiary,40
non-fatal injury,overcast,dry,dusk,44.64490429264723,-63.57894886683578,tertiary,50
property damage only,overcast,dry,daylight,44.73020230319435,-63.53843998810305,residential,40
property damage only,overcast,dry,daylight,44.6810433162157,-63.58714448688061,primary,50
non-fatal injury,clear,dry,daylight,44.68625139810037,-63.60181013497816,residential,40
property damage only,clear,dry,dark,44.72688716756347,-63.70285152386871,tertiary,50
property damage only,clear,dry,dark,44.65267300110934,-63.630053980960355,residential,40
property damage only,clear,dry,daylight,44.70678261937695,-63.588616502699885,residential,40
property damage only,clear,dry,daylight,44.71389673742973,-63.67753222071041,primary,50
property damage only,clear,dry,daylight,44.63131448489433,-63.58171342134211,residential,40
non-fatal injury,clear,dry,daylight,44.661858529991534,-63.617968423634075,residential,40
property damage only,clear,dry,daylight,44.64957969448721,-63.585401891355914,primary,60
property damage only,clear,dry,daylight,44.633403454762664,-63.58691607319485,residential,40
property damage only,clear,dry,daylight,44.65700468100645,-63.65065984533108,secondary,60
property damage only,overcast,wet,dawn,44.72920422971537,-63.75041340140369,secondary,60
property damage only,clear,dry,daylight,44.61087425585981,-63.618549182106655,residential,40
property damage only,clear,dry,daylight,44.667349520909895,-63.53418679000218,highway,50
property damage only,clear,dry,daylight,44.68155801191846,-63.81177856427776,highway,110
property damage only,clear,dry,daylight,44.662246373683786,-63.62115127050888,residential,40
non-fatal injury,clear,dry,daylight,44.65523410488297,-63.63575732645333,residential,40
property damage only,clear,dry,daylight,44.6405677081315,-63.59938323650405,residential,40
property damage only,clear,dry,daylight,44.73437664372383,-63.657589113144866,residential,40
property damage only,clear,dry,daylight,44.78939555106819,-63.64232298071272,secondary,50
property damage only,clear,dry,daylight,44.655729163137416,-63.59049617937371,residential,40
property damage only,clear,dry,daylight,44.800413827217305,-63.595915059070784,highway,100
non-fatal injury,clear,dry,daylight,44.65711040360623,-63.65106463982994,secondary,50
non-fatal injury,clear,dry,daylight,44.6674682366443,-63.579980799470725,secondary,50
property damage only,clear,dry,daylight,44.76771050699587,-63.68393610598702,residential,40
property damage only,clear,dry,daylight,44.69411965650804,-63.57020050776563,highway,80
property damage only,clear,dry,daylight,44.6529820530829,-63.547398363398585,residential,40
property damage only,clear,dry,daylight,44.6998042386345,-63.569385371065344,residential,20
non-fatal injury,rain,wet,dark,44.654251878608115,-63.602727693947905,tertiary,50
non-fatal injury,clear,dry,daylight,44.64919958424922,-63.63788574344949,highway,70
property damage only,clear,dry,daylight,44.73475808664626,-63.645961437521144,residential,40
property damage only,clear,dry,daylight,44.67210754302642,-63.66528690047342,residential,40
property damage only,clear,dry,daylight,44.805809466795736,-63.60555570529906,primary,60
property damage only,clear,dry,daylight,44.65682000127394,-63.66706705473494,residential,40
property damage only,clear,dry,daylight,44.66190856539198,-63.62201802397655,primary,60
property damage only,clear,dry,daylight,44.67180120625304,-63.52545951325471,secondary,50
property damage only,clear,dry,daylight,44.6573307075345,-63.63269006879256,residential,40
property damage only,clear,dry,daylight,44.66220968117414,-63.62622170135356,residential,40
property damage only,clear,dry,daylight,44.674731318162934,-63.52842568419451,residential,40
non-fatal injury,clear,dry,daylight,44.699208192726616,-63.68601959641646,residential,40
property damage only,clear,dry,daylight,44.709543977008416,-63.56593343589954,tertiary,50
property damage only,clear,dry,daylight,44.8151564313202,-63.616833723939315,residential,40
property damage only,clear,dry,daylight,44.657540038131486,-63.62738228316032,residential,40
property damage only,clear,dry,daylight,44.67144440679195,-63.642747157683615,primary,50
property damage only,clear,dry,daylight,44.64852322371571,-63.60331152492103,primary,60
property damage only,clear,dry,daylight,44.71127838478272,-63.701172869667246,tertiary,50
non-fatal injury,clear,dry,daylight,44.59402027346134,-63.598501389493435,secondary,50
non-fatal injury,clear,dry,daylight,44.6595671211203,-63.62874116505648,secondary,50
property damage only,clear,dry,daylight,44.65625806422934,-63.62967658292588,secondary,50
property damage only,clear,dry,daylight,44.68362178612124,-63.51947155585693,residential,40
property damage only,clear,dry,daylight,44.60426504266835,-63.62045746854673,residential,40
property damage only,clear,dry,daylight,44.66541244879474,-63.613338749014936,residential,40
property damage only,clear,dry,daylight,44.681073242372854,-63.666954141191034,secondary,50
non-fatal injury,clear,dry,daylight,44.71425103617808,-63.6785085019218,residential,40
property damage only,overcast,dry,daylight,44.777454900936505,-63.10195930804469,residential,40
property damage only,clear,dry,dark,44.66605543881795,-63.474557245491496,residential,40
property damage only,clear,dry,daylight,44.647375349004456,-63.64690767167582,residential,40
property damage only,clear,dry,daylight,44.72077299871864,-63.638747471801416,highway,90
property damage only,clear,dry,daylight,44.73215243811101,-63.40398251182605,residential,40
non-fatal injury,clear,dry,daylight,44.670512951731375,-63.50774791845319,residential,40
property damage only,clear,dry,daylight,44.63640197786653,-63.67935321392924,residential,40
property damage only,clear,dry,daylight,44.69917504187286,-63.6870415876712,residential,40
property damage only,clear,dry,daylight,44.648516332461725,-63.62960542690423,secondary,50
non-fatal injury,clear,dry,dusk,44.77666786069244,-63.66254309920396,residential,40
property damage only,overcast,wet,dark,44.62919968034011,-63.50997200270885,residential,30
non-fatal injury,clear,dry,dark,44.73351890774833,-63.56741753446924,highway,100
property damage only,clear,dry,daylight,44.68215165519705,-63.50604514758655,residential,40
property damage only,clear,dry,daylight,44.6065676093425,-63.61418101082756,secondary,50
non-fatal injury,clear,dry,dark,44.65223296592227,-63.6149906990032,primary,60
property damage only,clear,dry,daylight,44.70567769144142,-63.70283466237188,residential,40
property damage only,clear,dry,daylight,44.71386337813182,-63.83484181587513,highway,110
property damage only,rain,wet,daylight,44.84853392504672,-63.56515418668827,highway,110
property damage only,overcast,dry,daylight,44.64753035933072,-63.60719797154913,primary,50
property damage only,overcast,dry,daylight,44.54066205736958,-63.63997225582543,secondary,50
property damage only,overcast,wet,dark,44.64624575767029,-63.573577514849504,secondary,50
property damage only,clear,dry,daylight,44.64413664176897,-63.602055490372855,primary,60
property damage only,clear,dry,dusk,44.65630252455279,-63.599671436177665,tertiary,50
property damage only,clear,dry,daylight,44.6517715966889,-63.58280070220229,secondary,50
property damage only,clear,dry,dark,44.65278967069862,-63.62190792820193,residential,50
property damage only,clear,dry,daylight,44.7453960072601,-63.46739930725465,residential,40
property damage only,overcast,dry,daylight,44.59849177107933,-63.68697543074288,secondary,50
property damage only,rain,wet,daylight,44.701307055245394,-63.67522692359675,residential,40
property damage only,overcast,dry,daylight,44.66535459312905,-63.497510231691315,residential,40
property damage only,rain,wet,daylight,44.681240440864336,-63.98176524740865,primary,70
property damage only,clear,dry,daylight,44.77240732379566,-63.67525871521908,secondary,60
property damage only,overcast,dry,daylight,44.97173767269284,-63.3081389579648,residential,40
property damage only,clear,dry,dusk,44.70597295241698,-63.716168635989966,tertiary,50
property damage only,clear,dry,dark,44.663870251559736,-63.59341704699986,tertiary,50
non-fatal injury,overcast,dry,dark,44.78335051975736,-63.102930351054944,residential,40
property damage only,clear,dry,daylight,44.64723351042982,-63.57407906800869,tertiary,50
property damage only,clear,dry,daylight,44.69921240154939,-63.67473556274203,residential,40
property damage only,clear,dry,dark,44.67908330499364,-63.56523307067495,residential,50
non-fatal injury,overcast,dry,daylight,45.02233193304007,-63.306874404230776,residential,40
property damage only,overcast,dry,daylight,44.63823109985511,-63.56503805033682,residential,40
property damage only,overcast,dry,daylight,44.681240440864336,-63.98176524740865,primary,70
property damage only,clear,dry,daylight,44.64037167295076,-63.58686022833707,secondary,50
property damage only,clear,dry,daylight,44.61175692556073,-63.616806725838074,residential,40
property damage only,clear,dry,daylight,44.64255141466847,-63.62070148941644,residential,40
property damage only,clear,dry,daylight,44.70973811493736,-63.50126099300379,tertiary,50
property damage only,overcast,dry,daylight,44.691583350052746,-63.59961892665372,residential,40
property damage only,clear,dry,daylight,44.65690483792806,-63.675606916585465,residential,40
property damage only,clear,dry,daylight,44.67592145891025,-63.58704229475928,secondary,50
property damage only,clear,dry,daylight,44.64841081087023,-63.57448162172485,secondary,50
non-fatal injury,clear,dry,daylight,44.68003307664262,-63.496474987983255,residential,40
property damage only,clear,dry,daylight,44.83837245119824,-63.678837572014864,secondary,70
property damage only,clear,dry,dark,44.64961014930761,-63.59172043714296,residential,40
property damage only,overcast,dry,daylight,44.68494561449137,-63.67743441952569,highway,100
property damage only,overcast,dry,daylight,44.65410718381605,-63.59426338830522,residential,40
property damage only,clear,dry,daylight,44.64840578121928,-63.57189631792807,tertiary,50
property damage only,clear,dry,daylight,44.470139269450726,-63.787645051574806,secondary,50
property damage only,clear,dry,daylight,44.69554855687944,-63.56526701021177,residential,20
property damage only,clear,dry,daylight,44.6516177152788,-63.673010580900915,residential,20
property damage only,clear,dry,daylight,44.6551386561264,-63.59326492656552,tertiary,50
property damage only,clear,dry,daylight,44.69634172765499,-63.68813138686633,highway,100
property damage only,clear,dry,daylight,44.64418505569743,-63.59969790608849,residential,40
non-fatal injury,rain,wet,daylight,44.68463346629524,-63.547645881418056,residential,40
non-fatal injury,clear,dry,daylight,44.640631457366446,-63.57828851558762,residential,40
non-fatal injury,clear,dry,daylight,44.65592026503102,-63.59530352855803,residential,40
property damage only,clear,dry,daylight,44.69993122155667,-63.68853994699714,residential,40
property damage only,clear,dry,daylight,44.64418505569743,-63.59969790608849,residential,40
property damage only,clear,wet,dark,44.63341241630223,-63.63245534507978,residential,50
property damage only,clear,dry,daylight,45.02109809159895,-62.76497202696951,residential,40
property damage only,clear,dry,daylight,44.81816766496313,-63.61265406248739,secondary,60
property damage only,overcast,dry,daylight,44.749936181726774,-63.23956075999871,residential,40
property damage only,rain,wet,dusk,44.642757798334614,-63.67478699202075,residential,40
property damage only,clear,dry,daylight,44.726344635329745,-63.81686239252992,secondary,70
non-fatal injury,overcast,dry,daylight,44.771864353954925,-63.69078428522513,residential,40
property damage only,clear,dry,daylight,44.69309686514064,-63.59940737202896,residential,40
property damage only,rain,wet,daylight,44.698378978155105,-63.60496498822515,residential,40
non-fatal injury,clear,dry,daylight,44.64110141986386,-63.58675410021091,residential,40
non-fatal injury,clear,dry,daylight,44.65747404926846,-63.590803986679774,primary,60
property damage only,clear,dry,daylight,44.67341158289437,-63.52958701795007,tertiary,50
property damage only,clear,dry,daylight,44.711363980319646,-63.67196044409034,primary,50
property damage only,clear,dry,daylight,44.608883011010775,-63.62051923294108,residential,40
property damage only,clear,dry,daylight,44.612993754408485,-63.617828083873086,secondary,50
property damage only,clear,dry,daylight,44.733882560003394,-63.7908632186626,residential,40
non-fatal injury,clear,dry,daylight,44.641852412226825,-63.620113995671296,primary,30
property damage only,clear,dry,dark,44.721102423536976,-63.36227510335825,residential,40
non-fatal injury,overcast,wet,dawn,44.611469480884715,-63.61835385209527,residential,40
